Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail,final_score,Current Run Rate,Remaining Overs
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,8,5,39,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.875,42
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,9,0,39,1,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.333333333333333,41
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,10,4,43,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.3,40
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,11,1,44,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.0,39
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,12,0,44,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.6666666666666665,38
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,13,1,45,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.4615384615384617,37
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,14,7,52,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.7142857142857144,36
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,15,4,56,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.7333333333333334,35
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,16,3,59,1,2,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.6875,34
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,17,6,65,0,2,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.823529411764706,33
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,18,1,66,0,2,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.6666666666666665,32
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,19,1,67,0,2,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.526315789473684,31
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,20,2,69,0,2,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.45,30
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,21,0,69,1,3,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.2857142857142856,29
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,22,1,70,2,5,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.1818181818181817,28
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,23,3,73,1,6,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.1739130434782608,27
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,24,2,75,0,6,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.125,26
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,25,2,77,0,6,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.08,25
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,26,1,78,1,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.0,24
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,27,10,88,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.259259259259259,23
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,28,7,95,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.392857142857143,22
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,29,7,102,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.5172413793103448,21
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,30,2,104,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.466666666666667,20
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,31,1,105,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.3870967741935485,19
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,32,6,111,0,7,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.46875,18
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,33,0,111,1,8,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.3636363636363638,17
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,34,14,125,1,9,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.676470588235294,16
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,AFG,SA,35,0,125,1,10,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.5714285714285716,15
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,1,1,1,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,1.0,49
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,2,2,3,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,1.5,48
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,3,5,8,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,2.6666666666666665,47
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,4,3,11,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,2.75,46
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,5,4,15,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.0,45
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,6,0,15,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,2.5,44
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,7,4,19,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,2.7142857142857144,43
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,8,6,25,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.125,42
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,9,5,30,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.3333333333333335,41
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,10,5,35,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.5,40
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,11,5,40,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.6363636363636362,39
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,12,5,45,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.75,38
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,13,8,53,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.076923076923077,37
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,14,4,57,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.071428571428571,36
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,15,5,62,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.133333333333334,35
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,16,1,63,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,3.9375,34
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,17,10,73,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.294117647058823,33
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,18,7,80,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.444444444444445,32
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,19,6,86,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.526315789473684,31
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,20,5,91,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.55,30
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,21,4,95,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.523809523809524,29
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,22,4,99,0,0,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.5,28
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,23,5,104,1,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.521739130434782,27
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,24,2,106,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.416666666666667,26
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,25,2,108,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.32,25
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,26,10,118,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.538461538461538,24
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,27,3,121,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.481481481481482,23
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,28,3,124,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.428571428571429,22
2019,21st match (D/N), Cardiff,June 15 2019,South Africa ,AFG,SA,125,10,131,1,SA,AFG,29,7,131,0,1,South Africa won by 9 wickets (with 116 balls remaining) (D/L method),"21st match (D/N), Cardiff, June 15, 2019,
ICC Cricket World Cup",125,4.517241379310345,21
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,1,0,0,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,0.0,49
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,2,9,9,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,4.5,48
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,3,2,11,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,3.6666666666666665,47
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,4,5,16,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,4.0,46
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,5,4,20,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,4.0,45
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,6,12,32,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.333333333333333,44
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,7,3,35,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.0,43
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,8,7,42,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.25,42
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,9,4,46,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.111111111111111,41
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,10,7,53,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.3,40
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,11,9,62,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.636363636363637,39
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,12,17,79,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.583333333333333,38
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,13,1,80,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.153846153846154,37
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,14,3,83,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.928571428571429,36
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,15,4,87,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.8,35
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,16,6,93,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.8125,34
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,17,6,99,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.823529411764706,33
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,18,2,101,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.611111111111111,32
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,19,2,103,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.421052631578948,31
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,20,2,105,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.25,30
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,21,7,112,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.333333333333333,29
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,22,11,123,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.590909090909091,28
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,23,11,134,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.826086956521739,27
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,24,2,136,1,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.666666666666667,26
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,25,10,146,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.84,25
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,26,5,151,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.8076923076923075,24
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,27,9,160,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.925925925925926,23
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,28,4,164,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.857142857142857,22
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,29,1,165,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.689655172413793,21
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,30,7,172,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.733333333333333,20
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,31,9,181,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.838709677419355,19
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,32,6,187,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.84375,18
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,33,4,191,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.787878787878788,17
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,34,8,199,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.852941176470588,16
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,35,7,206,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.885714285714286,15
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,36,9,215,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.972222222222222,14
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,37,5,220,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,5.945945945945946,13
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,38,10,230,0,1,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.052631578947368,12
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,39,8,238,1,2,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.102564102564102,11
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,40,10,248,0,2,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.2,10
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,41,6,254,0,2,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.195121951219512,9
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,42,7,261,0,2,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.214285714285714,8
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,43,13,274,0,2,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.372093023255814,7
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,44,12,286,1,3,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.5,6
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,45,12,298,0,3,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.622222222222222,5
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,46,4,302,1,4,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.565217391304348,4
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,47,9,311,0,4,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.617021276595745,3
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,48,4,315,1,5,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.5625,2
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,49,12,327,0,5,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.673469387755102,1
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,IND,PAK,50,9,336,0,5,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,6.72,0
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,PAK,IND,1,2,2,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,2.0,49
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,PAK,IND,2,4,6,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,3.0,48
2019,22nd match, Manchester,June 16 2019,India ,IND,PAK,336,5,212,6,PAK,IND,3,6,12,0,0,India won by 89 runs (D/L method),"22nd match, Manchester, June 16, 2019,
ICC Cricket World Cup",336,4.0,47
