Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,9,5,42,1,4,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,10,5,47,0,4,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,11,1,48,1,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,12,3,51,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,13,2,53,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,14,1,54,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,15,7,61,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,16,4,65,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,17,7,72,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,18,9,81,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,19,1,82,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,20,5,87,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,21,4,91,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,22,8,99,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,23,8,107,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,24,8,115,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,25,9,124,0,5,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,26,6,130,1,6,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,27,5,135,0,6,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,28,2,137,0,6,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,29,9,146,0,6,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,30,4,150,0,6,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,31,5,155,1,7,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,32,0,155,0,7,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,33,2,157,0,7,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,34,6,163,0,7,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,35,3,166,0,7,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,36,2,168,1,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,37,1,169,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,38,3,172,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,39,4,176,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,40,8,184,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,41,2,186,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,42,13,199,0,8,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,43,1,200,1,9,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,44,3,203,0,9,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,24th Match, Pool B (D/N),March 03 2015,South Africa ,SA,IRE,411,4,210,10,IRE,SA,45,7,210,1,10,South Africa won by 201 runs,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,1,3,3,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,2,4,7,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,3,1,8,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,4,2,10,1,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,5,1,11,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,6,3,14,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,7,1,15,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,8,8,23,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,9,8,31,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,10,10,41,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,11,5,46,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,12,12,58,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,13,4,62,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,14,2,64,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,15,4,68,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,16,7,75,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,17,5,80,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,18,5,85,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,19,3,88,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,20,1,89,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,21,8,97,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,22,2,99,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,23,3,102,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,24,6,108,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,25,5,113,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,26,13,126,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,27,5,131,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,28,3,134,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,29,6,140,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,30,8,148,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,31,9,157,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,32,10,167,0,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,33,3,170,1,2,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,34,5,175,0,2,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,35,2,177,1,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,36,6,183,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,37,10,193,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,38,3,196,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,39,13,209,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,40,6,215,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,41,6,221,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,42,17,238,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,43,13,251,1,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,44,9,260,0,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,45,8,268,0,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,46,16,284,0,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,47,19,303,0,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,48,6,309,0,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,49,10,319,2,6,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,PAK,UAE,50,20,339,0,6,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,1,1,1,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,2,2,3,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,3,0,3,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,4,2,5,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,5,1,6,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,6,9,15,0,0,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,7,4,19,1,1,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,8,1,20,1,2,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,9,3,23,0,2,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,10,2,25,1,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,11,4,29,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,12,0,29,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,13,2,31,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,14,10,41,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,15,1,42,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,16,4,46,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,17,5,51,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,18,7,58,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,19,8,66,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,20,4,70,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,21,2,72,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,22,9,81,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,23,3,84,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,24,0,84,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,25,5,89,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,26,3,92,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,27,5,97,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,28,6,103,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,29,5,108,0,3,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
2015,25th Match, Pool B (D/N),March 04 2015,Pakistan ,PAK,UAE,339,6,210,8,UAE,PAK,30,1,109,1,4,Pakistan won by 129 runs,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup"
